id,symbol,name,categories,market_cap (usd),market_cap_rank,fully_diluted_valuation (usd)
karrat,karrat,Karrat,"['Infrastructure', 'Gaming (GameFi)', 'Ethereum Ecosystem', 'Gaming Governance Token']",17034438,1112,78057894.0
kaspa,kas,Kaspa,"['Smart Contract Platform', 'Layer 1 (L1)', 'Proof of Work (PoW)', 'Kaspa Ecosystem', 'Directed Acyclic Graph (DAG)']",1518344298,63,1518958987.0
karura,kar,Karura,['Pantera Capital Portfolio'],5295533,1745,7262445.0
kasta,kasta,Kasta,['Polygon Ecosystem'],10360304,1371,20392012.0
kava,kava,Kava,"['Smart Contract Platform', 'Layer 1 (L1)', 'Binance Launchpad', 'DWF Labs Portfolio', 'Osmosis Ecosystem', 'Binance Labs Portfolio', 'Made in USA']",428277444,146,428277444.0
kava-lend,hard,Kava Lend,"['Decentralized Finance (DeFi)', 'Binance Launchpool', 'Lending/Borrowing Protocols', 'Osmosis Ecosystem', 'Kava Ecosystem', 'Energi Ecosystem', 'Binance Labs Portfolio']",16775933,1127,24891647.0
keep3rv1,kp3r,Keep3rV1,"['Infrastructure', 'Decentralized Finance (DeFi)', 'Yearn Ecosystem', 'Fantom Ecosystem', 'Olympus Pro Ecosystem', 'Ethereum Ecosystem', 'Energi Ecosystem']",8489897,1485,8489897.0
keep-network,keep,Keep Network,"['Smart Contract Platform', 'Decentralized Finance (DeFi)', 'Harmony Ecosystem', 'Ethereum Ecosystem', 'Paradigm Portfolio', 'Multicoin Capital Portfolio', 'Andreessen Horowitz (a16z) Portfolio', 'Energi Ecosystem', 'Privacy Blockchain']",42918063,667,78073114.0
keeta,kta,Keeta,"['Layer 1 (L1)', 'Payment Solutions', 'Base Ecosystem', 'Stablecoin Protocol']",5318006,1746,13295015.0
kekius-maximus,kekius,Kekius Maximus,"['Meme', 'Ethereum Ecosystem', 'Frog-Themed', 'Elon Musk-Inspired', 'PolitiFi', 'AI Meme', 'Parody Meme', 'Celebrity-Themed', 'Zoo-Themed', 'Mascot-Themed', 'Desci Meme']",13838899,1227,13838899.0
kelp-dao-restaked-eth,rseth,Kelp DAO Restaked ETH,"['Liquid Staking Tokens', 'Ethereum Ecosystem', 'Restaking', 'Liquid Restaking Tokens', 'Liquid Staked ETH', 'Liquid Staking']",1056687028,78,1056687028.0
kelp-gain,ageth,Kelp Gain,"['Decentralized Finance (DeFi)', 'Ethereum Ecosystem', 'Restaking']",65784314,536,65784314.0
kendu-inu,kendu,Kendu Inu,"['Solana Ecosystem', 'Meme', 'Ethereum Ecosystem', 'Base Ecosystem']",6537611,1626,6579757.0
kepler,avia,Kepler,['Avalanche Ecosystem'],5033378,1783,5052855.0
keyboard-cat-base,keycat,Keyboard Cat (Base),"['Meme', 'Base Ecosystem', 'Cat-Themed', 'Base Meme']",14299982,1205,14299982.0
ket,ket,Ket,"['Analytics', 'Avalanche Ecosystem', 'Meme', 'Cat-Themed', 'Made in USA']",135654385,326,135654385.0
kiki-2,kiki,KIKICat,"['Solana Ecosystem', 'Meme', 'Cat-Themed', 'AI Meme', 'Pump.fun Ecosystem']",6858665,1598,6858665.0
kilt-protocol,kilt,KILT Protocol,"['Polkadot Ecosystem', 'Decentralized Identifier (DID)']",7281954,1571,8213745.0
kin,kin,Kin,"['Communication', 'SocialFi', 'Solana Ecosystem', 'Payment Solutions', 'FTX Holdings', 'DWF Labs Portfolio', 'Pantera Capital Portfolio', 'AI Applications', 'E-commerce']",15739712,1154,15739712.0
kinetixfi,kai,Kinetix Finance Token,"['Ethereum Ecosystem', 'Base Ecosystem', 'Kava Ecosystem']",8874813,1461,9193535.0
kinesis-silver,kag,Kinesis Silver,"['Tokenized Assets', 'Real World Assets (RWA)', 'Tokenized Silver', 'Tokenized Commodities']",122636414,355,122636414.0
kinesis-gold,kau,Kinesis Gold,"['Tokenized Assets', 'Tokenized Gold', 'Real World Assets (RWA)', 'Tokenized Commodities']",133042760,331,133042760.0
kishu-inu,kishu,Kishu Inu,"['Meme', 'Ethereum Ecosystem', 'Dog-Themed']",16516020,1137,16516020.0
klever,klv,Klever,"['Smart Contract Platform', 'Layer 1 (L1)', 'Proof of Stake (PoS)']",20595241,1009,20595241.0
kleros,pnk,Kleros,"['Oracle', 'Prediction Markets', 'Gnosis Chain Ecosystem', 'Ethereum Ecosystem']",9961162,1394,11076756.0
klima-dao,klima,KlimaDAO,"['Rebase Tokens', 'Polygon Ecosystem', 'Ohm Fork', 'Real World Assets (RWA)', 'Base Ecosystem']",5152713,1768,5152713.0
koma-inu,koma,Koma Inu,"['BNB Chain Ecosystem', 'Meme', 'Dog-Themed', 'Binance Alpha Spotlight', 'Made in USA']",20170004,1023,20170004.0
komodo,kmd,Komodo,"['Smart Contract Platform', 'Proof of Stake (PoS)', 'Proof of Work (PoW)']",21090648,990,21090648.0
kondux-v2,kndx,KONDUX,"['Artificial Intelligence (AI)', 'NFT', 'Ethereum Ecosystem', 'AI Applications', 'Made in USA']",8162994,1513,14054956.0
konet,konet,KONET,"['Smart Contract Platform', 'Layer 2 (L2)']",5605921,1715,28007692.0
konnektvpn,kpn,KonnektVPN,['Polygon Ecosystem'],5758119,1700,6272651.0
kryll,krl,KRYLL,"['Artificial Intelligence (AI)', 'Decentralized Finance (DeFi)', 'Analytics', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Base Ecosystem', 'AI Applications']",12875954,1273,16052920.0
krypton-dao,krd,Krypton DAO,['BNB Chain Ecosystem'],9165468,1446,894566217.0
kujira,kuji,Kujira,"['Smart Contract Platform', 'Decentralized Finance (DeFi)', 'BNB Chain Ecosystem', 'Layer 1 (L1)', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Osmosis Ecosystem', 'Secret Ecosystem']",35818259,749,35827248.0
kucoin-shares,kcs,KuCoin,"['Exchange-based Tokens', 'Centralized Exchange (CEX) Token', 'Circle Ventures Portfolio']",1353897917,69,1574831099.0
kween,kween,KWEEN,"['Solana Ecosystem', 'Meme', 'Solana Meme', 'AI Meme', 'Pump.fun Ecosystem']",9434335,1427,9434335.0
kwenta,kwenta,Kwenta,"['Decentralized Finance (DeFi)', 'Derivatives', 'Perpetuals', 'Optimism Ecosystem']",5976781,1671,8955639.0
kyber-network-crystal,knc,Kyber Network Crystal,"['Decentralized Exchange (DEX)', 'Decentralized Finance (DeFi)', 'Automated Market Maker (AMM)', 'BNB Chain Ecosystem', 'Avalanche Ecosystem', 'Polygon Ecosystem', 'Fantom Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'ZkSync Ecosystem', 'Linea Ecosystem', 'Pantera Capital Portfolio', 'Polygon zkEVM Ecosystem', 'Binance Labs Portfolio']",53149738,605,74951234.0
kyros-restaked-sol,kysol,Kyros Restaked SOL,"['Solana Ecosystem', 'Restaking', 'Liquid Restaking Tokens', 'Liquid Restaked SOL']",27914066,860,27914066.0
kusama,ksm,Kusama,"['Smart Contract Platform', 'Polkadot Ecosystem', 'Proof of Stake (PoS)', 'Pantera Capital Portfolio', 'Made in USA', 'Coinbase 50 Index']",258382035,207,258382035.0
kyve-network,kyve,KYVE Network,"['Smart Contract Platform', 'Modular Blockchain', 'Osmosis Ecosystem']",10766167,1352,15028822.0
laine-stake,lainesol,Laine Staked SOL,"['Solana Ecosystem', 'Liquid Staking Tokens', 'Liquid Staked SOL', 'Liquid Staking']",20685066,1008,20685066.0
landwolf-0x67,wolf,LandWolf,"['Meme', 'Ethereum Ecosystem', 'The Boy’s Club']",26376441,887,26376441.0
laos-network,laos,LAOS Network,"['Smart Contract Platform', 'Layer 1 (L1)']",7472547,1560,23375575.0
laqira-protocol,lqr,Laqira Protocol,['BNB Chain Ecosystem'],6855468,1597,196715924.0
law-blocks,lbt,Law Blocks,['XDC Ecosystem'],27605000,870,128396552.0
layer3,l3,Layer3,"['Marketing', 'BNB Chain Ecosystem', 'Solana Ecosystem', 'Polygon Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Decentralized Identifier (DID)', 'Optimism Ecosystem', 'Quest-to-Earn', 'Made in USA']",22758535,960,135737436.0
lava-network,lava,Lava Network,"['Infrastructure', 'Smart Contract Platform', 'Arbitrum Ecosystem', 'DePIN', 'Base Ecosystem', 'Modular Blockchain', 'Osmosis Ecosystem']",18016274,1086,63422697.0
layerzero,zro,LayerZero,"['Smart Contract Platform', 'BNB Chain Ecosystem', 'Avalanche Ecosystem', 'Polygon Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Base Ecosystem', 'Multicoin Capital Portfolio', 'Layer 0 (L0)', 'Cross-chain Communication', 'Circle Ventures Portfolio', 'Sequoia Capital Portfolio', 'OKX Ventures Portfolio']",180938596,262,1627835809.0
lazio-fan-token,lazio,Lazio Fan Token,"['Sports', 'BNB Chain Ecosystem', 'Fan Token', 'Binance Launchpad']",10369009,1373,38737600.0
lcx,lcx,LCX,"['Exchange-based Tokens', 'Ethereum Ecosystem', 'Real World Assets (RWA)', 'Alleged SEC Securities']",139903803,319,141243456.0
league-of-kingdoms,loka,League of Kingdoms,"['Gaming (GameFi)', 'NFT', 'Metaverse', 'Ethereum Ecosystem', 'Binance Launchpad', 'Gaming Governance Token', 'Gaming Utility Token', 'Strategy Games', 'Andreessen Horowitz (a16z) Portfolio', 'Binance Labs Portfolio', 'Sequoia Capital Portfolio']",12148712,1294,23550776.0
leash,leash,Doge Killer,"['Meme', 'Ethereum Ecosystem', 'Dog-Themed']",13847553,1221,13851012.0
lemonschain,lct,Lemonschain,"['NFT', 'BNB Chain Ecosystem']",11424850,1322,11424850.0
leisuremeta,lm,LeisureMeta,"['Smart Contract Platform', 'Layer 1 (L1)', 'Ethereum Ecosystem']",8130889,1513,13588399.0
leo-token,leo,LEO Token,"['Exchange-based Tokens', 'Centralized Exchange (CEX) Token', 'Ethereum Ecosystem', 'Sora Ecosystem']",8953758276,14,9547518080.0
letstop,stop,LETSTOP,"['Gaming (GameFi)', 'Solana Ecosystem', 'Play To Earn']",5145838,1765,13077123.0
level-usd,lvlusd,Level USD,"['Ethereum Ecosystem', 'Stablecoin Protocol']",63874142,543,63874142.0
level-staked-usd,slvlusd,Staked Level USD,"['Decentralized Finance (DeFi)', 'Liquid Staking Tokens', 'Ethereum Ecosystem', 'Stablecoin Protocol']",23118472,952,23118472.0
lever,lever,LeverFi,"['Decentralized Finance (DeFi)', 'Ethereum Ecosystem', 'DWF Labs Portfolio', 'Alameda Research Portfolio']",30649915,813,30666932.0
libra-5,libra,Libra,"['Solana Ecosystem', 'Meme', 'Solana Meme']",22032021,981,85918169.0
lido-dao,ldo,Lido DAO,"['Infrastructure', 'Decentralized Finance (DeFi)', 'Polygon Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Liquid Staking Governance Tokens', 'eGirl Capital Portfolio', 'Paradigm Portfolio', 'Coinbase Ventures Portfolio', 'Multicoin Capital Portfolio', 'Index Coop Defi Index', 'Alameda Research Portfolio', 'DragonFly Capital Portfolio', 'Andreessen Horowitz (a16z) Portfolio', 'GMCI DeFi Index', 'Delphi Ventures Portfolio', 'Liquid Staking', 'Index Coop Index', 'GMCI Index', 'Coinbase 50 Index']",809304352,95,901628700.0
lido-staked-sol,stsol,Lido Staked SOL,"['Solana Ecosystem', 'Liquid Staking Tokens', 'Liquid Staked SOL', 'Liquid Staking']",15411627,1164,15411627.0
lif3,lif3,LIF3 (OLD),['Fantom Ecosystem'],6756408,1608,22958726.0
lift-dollar,usdl,Lift Dollar,"['Stablecoins', 'USD Stablecoin', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Fiat-backed Stablecoin']",60154617,559,60154617.0
limewire-token,lmwr,LimeWire,"['Artificial Intelligence (AI)', 'Music', 'SocialFi', 'NFT', 'BNB Chain Ecosystem', 'DePIN', 'Base Ecosystem']",28276362,852,55982068.0
limitus,lmt,LIMITUS,"['Artificial Intelligence (AI)', 'Solana Ecosystem', 'Pump.fun Ecosystem', 'Binance Alpha Spotlight']",14572968,1196,14572968.0
lingo,lingo,Lingo,"['Solana Ecosystem', 'Real World Assets (RWA)', 'Base Ecosystem', 'RWA Protocol']",14373350,1204,14373410.0
linear,lina,Linear,"['Decentralized Exchange (DEX)', 'Exchange-based Tokens', 'Decentralized Finance (DeFi)', 'Yield Farming', 'BNB Chain Ecosystem', 'Harmony Ecosystem', 'Ethereum Ecosystem', 'Real World Assets (RWA)', 'Binance Launchpad', 'Alameda Research Portfolio']",13235991,1258,17184983.0
linqai,lnq,LinqAI,"['Artificial Intelligence (AI)', 'Ethereum Ecosystem']",6883576,1594,29025714.0
lion-cat,lcat,Lion Cat,"['BNB Chain Ecosystem', 'Meme', 'Cat-Themed']",29964152,824,54233760.0
liquid-mercury,merc,Liquid Mercury,"['Ethereum Ecosystem', 'Base Ecosystem']",17172274,1113,49005783.0
liquid-staked-ethereum,lseth,Liquid Staked ETH,"['Liquid Staking Tokens', 'Ethereum Ecosystem', 'Base Ecosystem', 'Liquid Staked ETH', 'Liquid Staking']",200713224,238,200713224.0
liquid-staked-flow,stflow,Increment Staked FLOW,['Liquid Staking Tokens'],6427759,1627,6427759.0
liquity,lqty,Liquity,"['Decentralized Finance (DeFi)', 'Lending/Borrowing Protocols', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Alameda Research Portfolio', 'Pantera Capital Portfolio']",65476814,537,67316128.0
lisk,lsk,Lisk,"['Smart Contract Platform', 'Ethereum Ecosystem', 'Layer 2 (L2)', 'Optimism Superchain Ecosystem', 'Outlier Ventures Portfolio', 'Lisk Ecosystem']",91741096,424,213137982.0
liquity-bold,bold,Liquity BOLD,"['Stablecoins', 'Decentralized Finance (DeFi)', 'Lending/Borrowing Protocols', 'Avalanche Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Base Ecosystem', 'Scroll Ecosystem', 'Crypto-backed Stablecoin']",28967966,840,28967966.0
lista,lista,Lista DAO,"['Decentralized Finance (DeFi)', 'BNB Chain Ecosystem', 'Lending/Borrowing Protocols', 'Liquid Staking Tokens', 'Binance Megadrop', 'Liquid Staking']",27326014,875,158206327.0
liquity-usd,lusd,Liquity USD,"['Stablecoins', 'Decentralized Finance (DeFi)', 'USD Stablecoin', 'Polygon Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'ZkSync Ecosystem', 'Base Ecosystem', 'Crypto-backed Stablecoin', 'Fiat-backed Stablecoin']",49745711,624,49745711.0
litentry,lit,Litentry,"['BNB Chain Ecosystem', 'Binance Launchpool', 'Ethereum Ecosystem', 'Binance Labs Portfolio']",24272280,924,53739523.0
litecoin,ltc,Litecoin,"['Smart Contract Platform', 'Layer 1 (L1)', 'Proof of Work (PoW)', 'GMCI 30 Index', 'GMCI Index', 'Made in USA', 'Coinbase 50 Index']",6631414679,22,6631472228.0
livepeer,lpt,Livepeer,"['Artificial Intelligence (AI)', 'Harmony Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'DePIN', 'Coinbase Ventures Portfolio', 'Multicoin Capital Portfolio', 'Pantera Capital Portfolio', 'GMCI DePIN Index', 'GMCI Index', 'Coinbase 50 Index']",191465812,247,191465812.0
lmeow-2,lmeow,lmeow,"['Meme', 'Ethereum Ecosystem', 'Cat-Themed']",5143001,1766,5143001.0
lofi-2,lofi,LOFI,"['Meme', 'Sui Ecosystem', 'Sui Meme']",17279330,1111,17279330.0
loki-network,oxen,Oxen,"['Smart Contract Platform', 'Privacy', 'Masternodes', 'Layer 1 (L1)', 'DePIN', 'Proof of Stake (PoS)']",5196426,1759,5196426.0
lombard-staked-btc,lbtc,Lombard Staked BTC,"['BNB Chain Ecosystem', 'Ethereum Ecosystem', 'Sui Ecosystem', 'Base Ecosystem', 'Restaking', 'Berachain Ecosystem', 'Liquid Restaking Tokens', 'Sonic Ecosystem', 'Swellchain Ecosystem', 'Corn Ecosystem']",3536481319,37,3536481319.0
looksrare,looks,LooksRare,"['NFT', 'Ethereum Ecosystem', 'NFT Marketplace']",13170116,1262,13170116.0
loom-network,loomold,Loom Network (OLD),"['Infrastructure', 'Ethereum Ecosystem']",31318236,804,37555690.0
loom-network-new,loom,Loom Network (NEW),"['Infrastructure', 'Ethereum Ecosystem', 'Energi Ecosystem']",47115036,637,49278717.0
loopin-network,loopin,LooPIN Network,"['Decentralized Finance (DeFi)', 'Solana Ecosystem', 'Ethereum Ecosystem', 'DePIN']",12729136,1279,15724701.0
lorenzo-stbtc,stbtc,Lorenzo stBTC,"['Decentralized Finance (DeFi)', 'BNB Chain Ecosystem', 'Liquid Staking Tokens', 'Sui Ecosystem', 'Liquid Staking']",152403196,298,152403196.0
loopring,lrc,Loopring,"['Decentralized Exchange (DEX)', 'Smart Contract Platform', 'Exchange-based Tokens', 'Decentralized Finance (DeFi)', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Layer 2 (L2)', 'Zero Knowledge (ZK)', 'Loopring Ecosystem', 'Rollup', 'Energi Ecosystem']",126358225,346,139326960.0
lto-network,lto,LTO Network,"['Smart Contract Platform', 'NFT', 'BNB Chain Ecosystem', 'Layer 1 (L1)', 'Ethereum Ecosystem', 'Real World Assets (RWA)', 'Proof of Stake (PoS)']",25118591,906,25119525.0
lrt-squared,king,King Protocol,"['Decentralized Finance (DeFi)', 'Ethereum Ecosystem', 'Restaking']",6396249,1629,6396249.0
lukso-token-2,lyx,LUKSO,"['Smart Contract Platform', 'SocialFi', 'Layer 1 (L1)', 'Decentralized Identifier (DID)', 'Proof of Stake (PoS)', 'Lukso Ecosystem']",27418367,870,37868669.0
lukso-token,lyxe,LUKSO [OLD],"['NFT', 'Harmony Ecosystem', 'Ethereum Ecosystem']",13448732,1242,86343120.0
lumia,lumia,Lumia,"['Smart Contract Platform', 'Layer 2 (L2)', 'Real World Assets (RWA)']",31032284,807,98440851.0
luna-by-virtuals,luna,Luna by Virtuals,"['Solana Ecosystem', 'Meme', 'Base Ecosystem', 'AI Meme', 'Virtuals Protocol Ecosystem', 'Binance Alpha Spotlight']",7087484,1576,7087484.0
lumoz,moz,Lumoz,"['Smart Contract Platform', 'Arbitrum Ecosystem', 'Zero Knowledge (ZK)']",17862650,1086,257902324.0
m2-global-wealth-limited-mmx,mmx,MMX,"['Solana Ecosystem', 'Polygon Ecosystem', 'Ethereum Ecosystem']",122747595,353,393802235.0
mag7-ssi,mag7.ssi,MAG7.ssi,"['Decentralized Finance (DeFi)', 'Analytics', 'DeFi Index', 'Base Ecosystem']",125592950,347,125592950.0
maga,trump,MAGA,"['Charity', 'BNB Chain Ecosystem', 'Meme', 'Ethereum Ecosystem', 'Base Ecosystem', 'PolitiFi', 'Made in USA']",13319762,1249,13319762.0
maga-hat,maga,MAGA Hat,"['Meme', 'Ethereum Ecosystem', 'PolitiFi', 'Made in USA']",5163500,1764,5201882.0
magic,magic,Treasure,"['Gaming (GameFi)', 'NFT', 'Metaverse', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Layer 2 (L2)', 'Zero Knowledge (ZK)', 'Gaming Blockchains', 'Gaming Governance Token', 'Gaming Utility Token']",40462727,693,46842614.0
magic-eden,me,Magic Eden,"['NFT', 'Solana Ecosystem', 'NFT Marketplace', 'Paradigm Portfolio', 'Sequoia Capital Portfolio']",136185057,323,1029944671.0
magic-internet-money,mim,Magic Internet Money (Ethereum),"['Stablecoins', 'Decentralized Finance (DeFi)', 'USD Stablecoin', 'Ethereum Ecosystem', 'Crypto-backed Stablecoin', 'Fiat-backed Stablecoin']",55417808,590,182104409.0
magic-internet-money-runes,mim,MAGIC•INTERNET•MONEY (Bitcoin),"['Solana Ecosystem', 'Meme', 'Bitcoin Ecosystem', 'Runes']",29778268,814,29778268.0
magnetix,mag,Magnetix,"['Solana Ecosystem', 'Meme', 'Solana Meme']",10959827,1331,10959827.0
magpie,mgp,Magpie,"['BNB Chain Ecosystem', 'Arbitrum Ecosystem', 'Binance Alpha Spotlight']",16340337,1133,36001224.0
maiar-dex,mex,xExchange,"['Decentralized Exchange (DEX)', 'Decentralized Finance (DeFi)', 'MultiversX Ecosystem']",6317163,1629,12156845.0
mainframe,mft,Mainframe,"['Ethereum Ecosystem', 'Energi Ecosystem']",27434032,861,29226952.0
maker,mkr,Maker,"['Decentralized Finance (DeFi)', 'Lending/Borrowing Protocols', 'Avalanche Ecosystem', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Real World Assets (RWA)', 'Paradigm Portfolio', 'Index Coop Defi Index', 'Stablecoin Protocol', 'DragonFly Capital Portfolio', 'Andreessen Horowitz (a16z) Portfolio', 'Energi Ecosystem', 'Sora Ecosystem', 'GMCI DeFi Index', 'RWA Protocol', 'Index Coop Index', 'GMCI Index', 'Polychain Capital Portfolio', 'Made in USA', 'Coinbase 50 Index']",942545157,83,971596274.0
manchester-city-fan-token,city,Manchester City Fan Token,"['Sports', 'Binance Launchpool', 'Fan Token', 'Chiliz Ecosystem']",8242484,1500,19548969.0
maneki,maneki,MANEKI,"['Solana Ecosystem', 'Meme', 'Solana Meme', 'Cat-Themed']",9553950,1411,9586474.0
mango-markets,mngo,Mango,"['Decentralized Finance (DeFi)', 'Derivatives', 'Lending/Borrowing Protocols', 'Perpetuals', 'Solana Ecosystem', 'Alleged SEC Securities', 'FTX Holdings', 'Neon Ecosystem']",18997987,1047,85004640.0
mantadao,mnta,MantaDAO,"['Kujira Ecosystem', 'Osmosis Ecosystem', 'Secret Ecosystem']",5581110,1706,8586323.0
mantle-staked-ether,meth,Mantle Staked Ether,"['Liquid Staking Tokens', 'Ethereum Ecosystem', 'Mantle Ecosystem', 'Liquid Staked ETH', 'Liquid Staking']",740830374,97,740830374.0
mantle-restaked-eth,cmeth,Mantle Restaked ETH,"['Ethereum Ecosystem', 'Mantle Ecosystem', 'Restaking', 'Liquid Restaking Tokens', 'Liquid Restaked ETH']",430088573,144,430088573.0
manta-network,manta,Manta Network,"['Smart Contract Platform', 'Polkadot Ecosystem', 'Binance Launchpool', 'Layer 2 (L2)', 'Manta Network Ecosystem', 'Multicoin Capital Portfolio', 'Alameda Research Portfolio', 'DeFiance Capital Portfolio', 'Binance Labs Portfolio']",86710867,439,228005593.0
mantle,mnt,Mantle,"['Smart Contract Platform', 'Ethereum Ecosystem', 'Layer 2 (L2)', 'Mantle Ecosystem', 'DWF Labs Portfolio', 'DragonFly Capital Portfolio', 'GMCI Layer 2 Index', 'GMCI 30 Index', 'GMCI Index']",2295852218,50,4243663952.0
manta-meth,meth,Manta mETH,"['Liquid Staking Tokens', 'Manta Network Ecosystem', 'Liquid Staked ETH', 'Liquid Staking']",19697633,1026,19697633.0
mantra-dao,om,MANTRA,"['Infrastructure', 'Smart Contract Platform', 'BNB Chain Ecosystem', 'Layer 1 (L1)', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Real World Assets (RWA)', 'Base Ecosystem', 'Osmosis Ecosystem', 'Mantra Ecosystem']",6262899310,25,11635539723.0
maple,mpl,Maple,"['Decentralized Finance (DeFi)', 'Lending/Borrowing Protocols', 'Ethereum Ecosystem', 'Real World Assets (RWA)', 'Alameda Research Portfolio', 'Circle Ventures Portfolio', 'RWA Protocol']",51240538,613,130052819.0
marblex,mbx,MARBLEX,"['Smart Contract Platform', 'Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Kaia Ecosystem', 'Aptos Ecosystem', 'DWF Labs Portfolio', 'Gaming Blockchains']",37426854,723,60887895.0
marcopolo,mapo,MAP Protocol,"['BNB Chain Ecosystem', 'Ethereum Ecosystem', 'DWF Labs Portfolio']",26690452,881,45024504.0
marinade,mnde,Marinade,"['Solana Ecosystem', 'Liquid Staking Governance Tokens', 'Liquid Staking']",33246311,778,77252855.0
marlin,pond,Marlin,"['Artificial Intelligence (AI)', 'Infrastructure', 'Smart Contract Platform', 'Decentralized Finance (DeFi)', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Zero Knowledge (ZK)', 'DWF Labs Portfolio', 'Coinbase Ventures Portfolio', 'Pantera Capital Portfolio', 'Binance Labs Portfolio']",77310094,476,95593545.0
mars-protocol-a7fcbcfb-fd61-4017-92f0-7ee9f9cc6da3,mars,Mars Protocol,['Osmosis Ecosystem'],5515080,1714,6683533.0
marso-tech,marso,Marso.Tech,"['Meme', 'Base Ecosystem', 'Base Meme']",30581290,809,40829346.0
masa-finance,masa,Masa,"['Artificial Intelligence (AI)', 'BNB Chain Ecosystem', 'Ethereum Ecosystem']",12935294,1264,37189566.0
mask-network,mask,Mask Network,"['BNB Chain Ecosystem', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Animoca Brands Portfolio', 'DWF Labs Portfolio', 'Alameda Research Portfolio', 'Energi Ecosystem', 'Binance Labs Portfolio']",217353490,229,217353490.0
massa,mas,Massa,"['Smart Contract Platform', 'Layer 1 (L1)', 'Massa Ecosystem']",6654526,1607,28384253.0
mass-vehicle-ledger,mvl,MVL,"['Internet of Things (IOT)', 'BNB Chain Ecosystem', 'Ethereum Ecosystem', 'DePIN', 'DWF Labs Portfolio']",75783387,479,80105147.0
math,math,MATH,"['Software as a service', 'BNB Chain Ecosystem', 'Solana Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Base Ecosystem', 'Multicoin Capital Portfolio', 'Alameda Research Portfolio', 'Binance Labs Portfolio']",24060924,923,26458500.0
matic-network,matic,Polygon,"['Smart Contract Platform', 'BNB Chain Ecosystem', 'Polygon Ecosystem', 'Harmony Ecosystem', 'Moonriver Ecosystem', 'Moonbeam Ecosystem', 'Ethereum Ecosystem', 'Layer 2 (L2)', 'Zero Knowledge (ZK)', 'Animoca Brands Portfolio', 'Alleged SEC Securities', 'Binance Launchpad', 'FTX Holdings', 'Coinbase Ventures Portfolio', 'Rollup', 'Proof of Stake (PoS)', 'Alameda Research Portfolio', 'DragonFly Capital Portfolio', 'Energi Ecosystem', 'Sora Ecosystem', 'Binance Labs Portfolio', 'GMCI Layer 2 Index', 'GMCI 30 Index', 'Galaxy Digital Portfolio', 'GMCI Index', 'Coinbase 50 Index']",363076921,169,2035673888.0
matr1x,max,Matr1x,"['Gaming (GameFi)', 'NFT', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Gaming Platform', 'Action Games']",13631367,1225,83551132.0
max-2,max,MAX,"['Artificial Intelligence (AI)', 'Solana Ecosystem', 'Meme', 'Solana Meme', 'AI Agents', 'Oraichain Ecosystem', 'Pump.fun Ecosystem', 'AI Agent Launchpad', 'Binance Alpha Spotlight']",5434002,1717,5434002.0
maverick-protocol,mav,Maverick Protocol,"['BNB Chain Ecosystem', 'Binance Launchpool', 'Ethereum Ecosystem', 'ZkSync Ecosystem', 'Base Ecosystem', 'Coinbase Ventures Portfolio', 'Pantera Capital Portfolio', 'Binance Labs Portfolio', 'Circle Ventures Portfolio']",32088701,797,127454663.0
mbc,mbc,MBC,"['BNB Chain Ecosystem', 'DePIN']",6553337,1614,6553337.0
mcdex,mcb,MUX Protocol,"['Decentralized Exchange (DEX)', 'Exchange-based Tokens', 'Decentralized Finance (DeFi)', 'BNB Chain Ecosystem', 'Derivatives', 'Perpetuals', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Multicoin Capital Portfolio', 'Alameda Research Portfolio', 'DeFiance Capital Portfolio', 'Delphi Ventures Portfolio', 'OKX Ventures Portfolio']",7873906,1525,9944276.0
mcoin1,mcoin,MCOIN,[],18853439,1052,53258303.0
mcdull,mcdull,McDull (Meme),"['Solana Ecosystem', 'Meme', 'Solana Meme']",33936783,767,33936783.0
