id,symbol,name,market_cap (usd),market_cap_rank,categories
cortex-2,cx,Cortex,45649804,694,[]
snap-kero,$nap,SNAP,5194249,1839,[]
acala,aca,Acala,45676723,697,[]
send-token,send,Send [OLD],5207588,1838,[]
moonwell-flagship-eth-morpho-vault,mweth,Moonwell Flagship ETH (Morpho Vault),45816028,693,[]
blockasset,block,Blockasset,5211766,1837,[]
berachain-staked-eth,beraeth,Berachain Staked ETH,46071342,692,[]
bifrost,bfc,Bifrost,46075696,691,[]
lattice-token,ltx,Lattice,5227303,1835,[]
dynex,dnx,Dynex,5231375,1834,[]
uquid-coin,uqc,Uquid Coin,46355646,689,[]
eigenpie,egp,Eigenpie,5236011,1833,[]
gains-network,gns,Gains Network,46569879,688,[]
zer0zer0,00,00 Token,5240126,1832,[]
orchid-protocol,oxt,Orchid Protocol,46671293,687,[]
banana-gun,banana,Banana Gun,46672290,686,[]
metaverse,metav,METAVERSE,5273528,1830,[]
czs-dog,broccoli,CZ'S Dog,46727661,695,[]
dolz-io,dolz,DOLZ.io,5285821,1829,[]
alchemist-ai,alch,Alchemist AI,47168400,685,[]
handy,handy,Handy,5290365,1828,[]
seedify-fund,sfund,Seedify.fund,47229054,684,[]
the-innovation-game,tig,The Innovation Game,5292207,1827,[]
shuffle-2,shfl,Shuffle,47317883,683,[]
hello-labs,hello,HELLO,5304848,1826,[]
velodrome-finance,velo,Velodrome Finance,47400919,682,[]
musk-it,muskit,Musk It,5308354,1825,[]
truefi,tru,TrueFi,47430438,681,[]
balanced-dollars,bnusd,Balanced Dollars,5309353,1824,[]
eggs-finance,eggs,Eggs Finance,47555488,680,[]
happycat-2,happy,Happy Cat,5315114,1823,[]
andy-the-wisguy,andy,ANDY ETH,47982336,679,[]
unicrypt-2,uncx,UNCX Network,5319577,1822,[]
mountain-protocol-usdm,usdm,Mountain Protocol USD,48012925,678,[]
usd,usd+,Overnight.fi USD+,48093009,676,[]
shoggoth,shoggoth,Shoggoth,5333119,1821,[]
cyberconnect,cyber,CYBER,48178224,677,[]
avant-staked-usd,savusd,Avant Staked USD,5338320,1819,[]
ethernity-chain,ern,Ethernity Chain,48293470,675,[]
electra-protocol,xep,Electra Protocol,5354178,1818,[]
frenpet,fp,Fren Pet,5356989,1817,[]
renzo,rez,Renzo,48727478,672,[]
byteball,gbyte,Obyte,5366416,1816,[]
susda,susda,sUSDa,48807160,673,[]
six-network,six,SIX Network,5376108,1815,[]
magic,magic,Treasure,48887860,668,[]
mey-network,mey,Mey Network,5400733,1814,[]
forta,fort,Forta,48899827,671,[]
your-open-metaverse,yom,YOM,5412449,1813,[]
hifi-finance,hifi,Hifi Finance,48975424,670,[]
tevaera,teva,Tevaera,5427524,1812,[]
purr-2,purr,Purr,48977401,669,[]
re7-weth,re7weth,Re7 WETH,5439143,1811,[]
oraichain-token,orai,Oraichain,49259670,667,[]
beam,beam,BEAM,5443334,1810,[]
humanscape,hpo,Hippocrat,49264054,666,[]
finvesta,finvesta,Finvesta,49353791,664,[]
populous,ppt,Populous,5457191,1808,[]
smardex,sdex,SMARDEX,49393848,665,[]
interest-compounding-eth-index,iceth,Interest Compounding ETH Index,5469368,1807,[]
alethea-artificial-liquid-intelligence-token,ali,Artificial Liquid Intelligence,49822151,663,[]
cult-dao,cult,Cult DAO,5470015,1806,[]
edge,edge,Edge,50038185,662,[]
starlink,starl,StarLink,5474155,1805,[]
victoria-vr,vr,Victoria VR,50325133,661,[]
qna3-ai,gpt,QnA3.AI,5481565,1804,[]
liquity-usd,lusd,Liquity USD,50638637,659,[]
digitalbits,xdb,XDB CHAIN,5496831,1803,[]
der-daku,daku,Der Daku,50640011,660,[]
kardiachain,kai,KardiaChain,5505252,1802,[]
insure,sure,inSure DeFi,50866028,658,[]
letstop,stop,LETSTOP,5515307,1801,[]
quark-chain,qkc,QuarkChain,50882192,657,[]
johnny-suede,suede,Johnny Suede,5523621,1800,[]
hunt-token,hunt,Hunt,50909539,656,[]
compound-uniswap,cuni,cUNI,5528091,1799,[]
osaka-protocol,osak,Osaka Protocol,51120322,655,[]
slothana,sloth,Slothana,5548934,1798,[]
bancor,bnt,Bancor Network,51227757,654,[]
top-hat,hat,Top Hat,5572110,1797,[]
loom-network-new,loom,Loom Network (NEW),51327083,653,[]
mxc,mxc,Moonchain,5585699,1796,[]
rekt-4,rekt,Rekt,19736493,1097,[]
freysa-ai,fai,Freysa AI,146532834,335,[]
gigachad-2,giga,Gigachad,146688473,334,[]
spacechain-erc-20,spc,SpaceChain (ERC-20),19773171,1094,[]
bio-protocol,bio,Bio Protocol,148036584,332,[]
kava-lend,hard,Kava Lend,19792576,1093,[]
iotex,iotx,IoTeX,148281267,333,[]
banana-for-scale-2,bananas31,Banana For Scale,19797883,1105,[]
stp-network,stpt,STP,151720943,331,[]
hairdao,hair,HairDAO,19823810,1092,[]
gmx,gmx,GMX,152180600,330,[]
army-3,army,XRP ARMY,19841787,1095,[]
xyo-network,xyo,XYO Network,152417087,328,[]
agenda-47,a47,AGENDA 47,19854061,1090,[]
amnis-aptos,amapt,Amnis Aptos,152593856,326,[]
miracle-play,mpt,Miracle Play,19894504,1089,[]
world-mobile-token,wmtx,World Mobile Token,152663888,329,[]
orion-protocol,orn,Orion,19937182,1087,[]
binance-peg-sol,sol,Binance-Peg SOL,153161954,325,[]
thetadrop,tdrop,ThetaDrop,19999558,1086,[]
the-grays-currency,ptgc,The Grays Currency,153275216,327,[]
wuffi,wuf,WUFFI,20051147,1083,[]
harmony,one,Harmony,153802852,324,[]
ninja-squad,nst,Ninja Squad Token,20052177,1085,[]
bitkub-coin,kub,Bitkub Coin,154277233,323,[]
dinero-2,dinero,Dinero,20057798,1084,[]
coinex-token,cet,CoinEx,155181462,322,[]
artrade,atr,Artrade,20062341,1081,[]
constellation-labs,dag,Constellation,155345420,321,[]
trip,trip,Trip,156696857,320,[]
numbers-protocol,num,Numbers Protocol,20108972,1080,[]
nano,xno,Nano,157927579,319,[]
skale,skl,SKALE,159921357,318,[]
persistence,xprt,Persistence One,20202582,1088,[]
solayer,layer,Solayer,162883915,317,[]
omniflix-network,flix,OmniFlix Network,20204581,1078,[]
polymesh,polyx,Polymesh,163103629,316,[]
dimo,dimo,DIMO,20230466,1076,[]
redstone-oracles,red,RedStone,163587588,315,[]
tornado-cash,torn,Tornado Cash,20251485,1077,[]
zencash,zen,Horizen,164446447,314,[]
goldcoin,glc,Goldcoin,20260578,1074,[]
onyx-arches,oxa,Onyx Arches,20261827,1075,[]
lava-network,lava,Lava Network,20270153,1073,[]
metaplex,mplx,Metaplex,165265046,312,[]
cheqd-network,cheq,CHEQD Network,20408345,1071,[]
inverse-finance,inv,Inverse Finance,20190991,1079,[]
uxlink,uxlink,UXLINK,166630698,310,[]
coca,coca,COCA,20412367,1072,[]
lorenzo-stbtc,stbtc,Lorenzo stBTC,167396977,309,[]
aventus,avt,Aventus,20433961,1070,[]
lcx,lcx,LCX,167876182,304,[]
bitcoin,btc,Bitcoin,1707644867649,1,[]
coinweb,cweb,Coinweb,20573291,1069,[]
elixir-staked-deusd,sdeusd,Elixir Staked deUSD,168010316,308,[]
stride,strd,Stride,20605124,1068,[]
acet-token,act,Acet,168242672,306,[]
btc-proxy,btcpx,BTC Proxy,20698549,1067,[]
turbo,turbo,Turbo,168386198,307,[]
koma-inu,koma,Koma Inu,20721640,1066,[]
rcge,$rcge,RCGE,168805259,305,[]
straitsx-xusd,xusd,StraitsX XUSD,20795536,1065,[]
sun-token,sun,Sun Token,170061201,303,[]
connex,conx,Connex,20799572,1064,[]
toshi,toshi,Toshi,170549312,302,[]
nftx,nftx,NFTX,20812339,1063,[]
ethereum-pow-iou,ethw,EthereumPoW,171417102,301,[]
sally-a1c,a1c,Sally A1C,20838990,1062,[]
peanut-the-squirrel,pnut,Peanut the Squirrel,171643212,299,[]
asd,asd,AscendEx,20861342,1060,[]
vana,vana,Vana,171767186,300,[]
thena,the,Thena,20871348,1059,[]
zetachain,zeta,ZetaChain,172302828,298,[]
klever,klv,Klever,20883210,1061,[]
tribe-2,tribe,Tribe,174087769,297,[]
anonfi,anon,AnonFi,20952047,1058,[]
rollbit-coin,rlb,Rollbit Coin,174465259,296,[]
open-loot,ol,OPENLOOT,20996151,1056,[]
hivemapper,honey,Hivemapper,175007356,294,[]
spring-staked-sui,ssui,Spring Staked SUI,20996536,1057,[]
threshold-network-token,t,Threshold Network,175014896,295,[]
adshares,ads,Adshares,21019720,1055,[]
woo-network,woo,WOO,175156940,293,[]
suins-token,ns,SuiNS Token,21094704,1054,[]
gmt-token,gomining,GoMining Token,175580867,292,[]
fracton-protocol,ft,Fracton Protocol,21129564,1053,[]
yearn-finance,yfi,yearn.finance,177112144,291,[]
alkimi,$ads,Alkimi,21232840,1042,[]
apf-coin,apfc,APF coin,177844789,290,[]
pikaboss,pika,Pikaboss,21334080,1052,[]
aelf,elf,aelf,178748339,289,[]
swarm-bzz,bzz,Swarm,21352763,1050,[]
enjincoin,enj,Enjin Coin,179903782,288,[]
metamui,mmui,MetaMUI,21387966,1047,[]
act-i-the-ai-prophecy,act,Act I The AI Prophecy,180095576,287,[]
reef,reef,Reef,21398559,1049,[]
cat-in-a-dogs-world,mew,cat in a dogs world,180736133,286,[]
compound-basic-attention-token,cbat,cBAT,21399889,1051,[]
ether-fi,ethfi,Ether.fi,181004821,285,[]
moo-deng-2,moodeng,MOO DENG,21406365,1048,[]
nem,xem,NEM,183137365,284,[]
pippin,pippin,pippin,21433248,1044,[]
ravencoin,rvn,Ravencoin,184429954,282,[]
contentos,cos,Contentos,21468075,1046,[]
mocaverse,moca,Moca Network,184431319,283,[]
tree-capital,tree,Tree,21491106,1043,[]
cheems-token,cheems,Cheems Token,184642547,279,[]
libra-5,libra,Libra,21506563,1045,[]
resolv-wstusr,wstusr,Resolv wstUSR,184744046,281,[]
imo,imo,IMO,21611116,1041,[]
treehouse-eth,teth,Treehouse ETH,184895306,280,[]
advertise-coin,adco,Advertise Coin,21646258,1040,[]
drift-protocol,drift,Drift Protocol,185572770,278,[]
f-x-protocol-fxusd,fxusd,f(x) Protocol fxUSD,21677429,1039,[]
abtc,abtc,aBTC,186330926,277,[]
frontier-token,front,Frontier,21691768,1038,[]
ankr,ankr,Ankr Network,186617870,276,[]
siacoin,sc,Siacoin,186978005,275,[]
opulous,opul,Opulous,21845448,1034,[]
benqi-liquid-staked-avax,savax,BENQI Liquid Staked AVAX,187606112,274,[]
openserv,serv,OpenServ,21845451,1035,[]
mog-coin,mog,Mog Coin,189119278,273,[]
mimblewimblecoin,mwc,MimbleWimbleCoin,190335009,272,[]
based-pepe,pepe,Based Pepe,21877288,1037,[]
