id,symbol,name,market_cap,current_price
diom,diom,DIOM,22943.0,0.00022943
aurivis,auri,Aurivis,22877.0,2.288e-05
pepe-gold,pepe,PEPE GOLD,22867.0,2.292e-05
simulize-ai,smzai,Simulize AI,22830.0,2.283e-05
stupidcoin,stupidcoin,Stupidcoin,22820.0,2.282e-05
odie-on-sol,odie,Odie,22816.0,2.318e-05
gigacat-2,gcat,Gigacat,22769.0,2.277e-05
neva,neva,Neva,22736.0,0.0003628
sully-the-shrimp,sully,Sully the shrimp,22705.0,2.27e-06
titanium22,ti,Titanium22,22699.0,1.27076e-10
ponzi,ponzi,Ponzi,22684.0,0.00022684
timeless-davido,davido,Timeless Davido,22680.0,2.269e-05
chilling-toad,ctoad,Chilling Toad,22664.0,2.281e-05
dolan-duk,dolan,Dolan Duk,22649.0,2.265e-05
9to5io,9to5,9to5io,22588.0,2.263e-05
fc-sion-fan-token,sion,FC Sion Fan Token,22581.0,0.00136861
badger-badger-badger,badger,badger badger badger,22558.0,2.262e-05
zenzo,znz,ZENZO,22538.0,0.00079166
etheism,e,Etheism,22507.0,22.52
sadcat,sad,SadCat,22507.0,0.000243
goatseglebe,glebe,goatseglebe,22408.0,2.254e-05
conviction,conviction,conviction,22405.0,2.241e-05
uniwhale,unw,Uniwhale,22404.0,0.0026757
genie-2,genie,Genie,22399.0,2.24e-05
tardigrade,tardi,tardigrade,22392.0,2.24e-05
dogira,dogira,Dogira,22388.0,3.038e-05
akachi,akachi,AKACHI,22375.0,2.239e-05
pepewifhat-3,pepewifhat,Pepewifhat,22361.0,2.237e-05
eth-snek,snek,ETH Snek,22356.0,4.02e-06
trumpchain,djt,TrumpChain,22355.0,2.488e-05
paje-etdev-company,bolly,BOLLY.DEV,22345.0,2.483e-05
babylons,babi,Babylons,22343.0,0.00023802
kamabla,kamabla,Kamabla,22340.0,2.547e-05
lemonade-stand-duck,duck,Lemonade Stand Duck,22296.0,2.233e-05
maga-dog,atlas,MAGA DOG,22217.0,2.223e-05
gigabrain,giga🧠,GIGABRAIN,22202.0,3.995e-05
upstabletoken,ustx,UpStable,22183.0,0.00351864
sword-2,sword,SWORD,22142.0,3.15e-06
ai-crystal-node,aicrynode,AI Crystal Node,22132.0,2.216e-05
link-on-sol,link,Link on Sol,22103.0,2.229e-05
longevity-ai,longai,Longevity AI,22063.0,2.508e-05
bomb-money,bomb,Bomb Money,22052.0,0.0097852
iht-real-estate-protocol,iht,IHT Real Estate Protocol,22051.0,2.216e-05
shoe,shoe,Shoe,22035.0,2.204e-05
secondbtc,sbtc,SecondBTC,22023.0,2.214e-05
moonthat-coin,moonthat,moonthat coin,22022.0,2.203e-05
karatecat,kcat,KarateCat,21990.0,2.2e-06
alienb,alienb,AlienB,21967.0,1.12e-06
mind-zero,mind,Mind Zero,21933.0,2.205e-05
juju,juju,JUJU,21924.0,2.193e-05
wen,$wen,WEN,21918.0,2.192e-05
taxfarm-ing,farm,TaxFarm.ing,21848.0,2.189e-05
rich-on-sol,rich,RICH on SOL,21798.0,2.416e-05
goatseus-poppimus,popgoat,Goatseus Poppimus,21769.0,2.18e-05
pulse3d,pulse,Pulse3D,21747.0,2.179e-05
paul-2,paul,Paul,21742.0,2.44623e-07
diamond-hands-2,dhands,Diamond Hands,21727.0,2.176e-05
bictory,slav,SLAV,21725.0,2.173e-05
brokie-on-ton,broton,BROKIE ON TON,21712.0,2.443e-05
japan-coin,japan,Japan Coin,21704.0,2.172e-05
the-meme-game,memegame,THE MEME GAME,21699.0,2.546e-05
bob-the-snek,bob,Bob the Snek,21691.0,2.181e-05
terminalius-maximus,baron,Terminalius Maximus,21676.0,2.182e-05
shr00m,shr00m,Shr00m,21628.0,2.373e-05
space-2,$space,Space,21623.0,2.197e-05
kundalini-is-a-real-girl,kundalini,Kundalini is a real girl,21605.0,2.161e-05
bane,$bane,bane,21580.0,2.16e-05
lucretius,luc,Lucretius,21575.0,4.098e-05
flux-yin,yin,Flux YIN,21574.0,0.01596956
fartguy,fartguy,FartGuy,21559.0,2.75e-05
pow-pow,pow,Pow Pow,21506.0,2.151e-05
wrapped-as-monaco-kayen,wasm,Wrapped AS Monaco (Kayen),21484.0,0.353269
frog-4,frog,Frog,21468.0,2.159e-05
the-republican-party,gop,The Republican Party,21455.0,2.66e-06
morris,morris,MORRIS,21441.0,2.156e-05
bloxsim,bsim,BloxSIM,21428.0,0.00022808
potato-3,potato,Potato,21403.0,21436.0
pepercetti,pct,Pepercetti,21377.0,2.149e-05
shib-on-solana,shib,SHIB ON SOLANA,21356.0,2.136e-05
we-love-boobs,boobs,We love Boobs,21356.0,2.136e-05
unsheth,ush,unshETHing_Token,21328.0,0.0004455
zkera-finance,zke,zkEra Finance,21257.0,0.01332982
ucrowdme,ucm,UCROWDME,21240.0,0.0002124
trondog,trondog,TronDog,21179.0,2.118e-05
luv,luv,LUV,21154.0,2.28e-05
xetra-ai,xetra,Xetra AI,21097.0,0.00021097
quantaai,qai,QuantaAI,21078.0,0.00021078
upgrates,upg,Upgrates,21065.0,2.336e-05
wagyuswap,wag,WagyuSwap,21054.0,0.00045015
maxi,maxi,Maxi,21054.0,2.1054e-08
long-4,long,LONG,20999.0,2.1e-05
solana-mascot,lumio,Solana Mascot,20981.0,2.098e-05
logosai,logos,LOGOSAI,20974.0,2.097e-05
grug,grug,GRUG,20974.0,2.162e-05
vidifyai,vidai,VidifyAI,20922.0,0.00209216
sikaswap,sika,SikaSwap,20916.0,0.00016469
bscstarter,start,Starter.xyz,20906.0,0.02231415
accord-ai,accord,Accord AI,20896.0,0.00020896
gmeow-cat,gmeow,gmeow cat,20888.0,2.094e-05
me-everyday,mee,Me Everyday,20879.0,2.17e-05
egg-2,$egg,Egg,20849.0,2.087e-05
matrixswap,matrix,Matrix Labs,20843.0,0.00061447
metaiverse,metaiverse,MetAIverse,20835.0,2.085e-05
power-ai,powerai,Power AI,20817.0,0.00071524
suistarfish,ssf,SuiStarFish,20817.0,2.08e-06
bcpay-fintech,bcpay,BCPAY FinTech,20766.0,0.00036431
the-spellcaster,spell,The Spellcaster,20721.0,2.083e-05
roxy-frog,roxy,ROXY FROG,20694.0,2.44e-06
aquathecoin,aqua,Aquathecoin,20694.0,2.075e-05
looking-up,up,Looking Up,20687.0,2.071e-05
alickshundra-occasional-cortex,aoc,Alickshundra Occasional-Cortex,20673.0,2.067e-05
cub-finance,cub,Cub Finance,20671.0,0.00169034
mandy-coin,mandy,MANDY COIN,20667.0,2.067e-05
doge-1,doge1,DOGE-1,20663.0,0.0207044
justice-for-honey,$honey,Justice For Honey,20640.0,2.065e-05
raff-the-giraffe,raff,RAFF the Giraffe,20636.0,0.00020848
runevm,runevm,RUNEVM,20628.0,0.00098228
metanopoly-tokenized-share,mefi,MeFI,20538.0,0.0017802
lunar-snake-coin,snake2025,Lunar Snake Coin,20521.0,2.062e-05
splash-dog,buster,Splash Dog,20493.0,2.06e-05
zkpepe-2,zkpepe,ZKPEPE,20424.0,2.95324e-07
luna-rush,lus,Luna Rush,20406.0,0.00092088
otia,otia,OTIA,20401.0,2.472e-05
epep,epep,Epep,20297.0,2.03e-05
cairo,cairo,Cairo,20208.0,2.021e-05
unique-one,rare,Unique One,20203.0,0.00808131
crocbot,croc,CrocBot,20112.0,2.011e-05
l7dex,lsd,L7DEX,20100.0,0.00042202
discipline,discipline,DISCIPLINE,20092.0,2.011e-05
boofus-by-virtuals,boof,Boofus by Virtuals,20078.0,2.008e-05
mars-ai,maai,Mars AI,20078.0,0.00020078
omnitensor,omnit,OmniTensor,20038.0,5.041e-05
rage-fan,rage,Rage.Fan,19986.12,0.00015295
catex,catex,CATEX,19983.26,4.9502e-08
solpod,solpod,SolPod,19982.23,2.001e-05
el-gato-3,gato,EL GATO,19974.93,1.998e-05
social-edge,sedge,Social Edge,19974.83,0.01997483
fomo-3d,fomo3d.fun,FOMO 3D,19952.69,2.014e-05
asian-mother,irene,ASIAN MOTHER,19951.04,1.997e-05
aaai_agent-by-virtuals,aaai,AAAI_agent by Virtuals,19937.85,1.994e-05
moonft,mtc,Moonft,19878.5,0.060238
woofer,woofer,woofer,19868.18,4.66e-06
trumped-ai,trumped.ai,trumped.ai,19810.55,1.981e-05
tyler,tyler,Tyler,19786.08,1.98e-05
gems-2,gem,Gems,19709.68,2.85e-05
altoid,altoid,Altoid,19706.67,1.972e-05
calorie,cal,FitBurn,19701.12,1.593e-05
zkgpt,zkgpt,ZKGPT,19665.41,1.967e-05
jetcat,jetcat,Jetcat,19651.02,2.183e-05
brooder,brood,Brooder,19647.96,2.133e-05
gm-everyday,gm,GM Everyday,19621.72,1.962e-05
mozaic,moz,Mozaic,19621.24,0.00013892
extreme-accelerationism,x/acc,Extreme Accelerationism,19605.74,1.962e-05
meng-chong,meng,Meng Chong,19545.97,1.965e-05
wrapped-istanbul-basaksehir-kayen,wibfk,Wrapped İstanbul Başakşehir (Kayen),19536.99,0.076222
dragonwifbeard,dwb,DragonWifBeard,19521.4,1.953e-05
oof-oof-cto,oof,oof oof CTO,19516.54,2.014e-05
avaxminerai,avaxminerai,AvaxMinerAI,19499.8,1.953e-05
khamoo,$khamoo,Khamoo,19477.39,4.6299e-08
arbismart-token,rbis,ArbiSmart,19449.7,9.987e-05
melania-wif-hat,mwh,Melania Wif Hat,19448.07,2.069e-05
lucy-ai-agent,lcy,Lucy Ai Agent,19408.64,3.171e-05
trump-shuffle,shuffle,Trump Shuffle,19407.21,1.962e-05
nutflex,nut,Nutflex,19387.19,1.939e-05
bitcoin-wizard-mascot,btcwiz,Bitcoin Wizard Mascot,19347.27,1.936e-05
caprisun,csun,Caprisun,19296.33,1.93e-05
farcaster-flower,flower,Farcaster Flower,19265.17,1.927e-05
vedao,weve,veDAO,19178.41,6.451e-05
blockbank,bbank,blockbank,19160.72,4.865e-05
chief-troll-officer,cto,Chief Troll Officer,19129.99,1.939e-05
l24ai-agent,l24ai,L24AI AGENT,19097.67,1.91e-05
trolli-cto,trollicto,TROLLI CTO,19034.66,2.071e-05
scinet,scinet,SciNet,19032.23,0.00190322
kaga-no-fuuka-go-sapporo-kagasou,estee,Kaga No Fuuka Go Sapporo Kagasou,19030.73,1.903e-05
bob-2,bob,BOB,19023.43,1.903e-05
maxx-2,maxx,Maxx,19012.12,1.905e-05
yup,yup,Yup,18998.41,0.0004283
pim-pimling,pim,PIM PIMLING,18940.57,2.551e-05
crispr,crisp,CRISPR,18939.06,1.906e-05
boots,boots,boots,18927.93,2.522e-05
xerox-player-agent,xerai,Xerox Player Agent,18893.2,1.89e-05
wizarre-scroll,scrl,Wizarre Scroll,18892.32,4.18e-06
trust-protocol-ai,trust,TRUST Protocol AI,18844.7,1.964e-05
how-did-you-make-it,crypto,How Did You Make It?,18828.19,1.938e-05
speculation,specu,Speculation,18803.12,0.01881442
baby-czhao,baby czhao,Baby Czhao,18795.61,1.968e-05
dogsheetcoin,dogsheet,Dogsheetcoin,18787.81,1.883e-05
jerry-the-kat,jrry,Jerry The Kat,18787.57,1.8788e-08
degen-the-otter,degen,degen the otter,18759.06,2.146e-05
osmosis-allton,ton,Osmosis allTON,18734.17,3.34
baby-goat,babygoat,Baby Goat,18673.1,2.7035e-08
retard-ai,retard,RETARD AI,18644.84,1.883e-05
ai99x,ai99x,ai99x,18612.78,1.961e-05
krampus,krampus,KRAMPUS,18607.04,1.884e-05
moocat,moocat,MooCat [OLD],18597.54,2.067e-05
crypto-kit,kit,Crypto KIT,18545.62,1.855e-05
moon-inu,moon,MOON INU,18522.21,2.70048e-10
hunter-boden,huntboden,Hunter Boden,18521.95,1.852e-05
frosty-the-polar-bear,frosty,Frosty the Polar Bear,18502.79,1.85e-05
chunk,chunk,Chunk,18483.6,1.849e-05
mondo,mondo,mondo,18478.68,1.865e-05
ai-gcr,$aigcr,Ai GCR,18462.76,1.847e-05
pera-finance,pera,Pera Finance,18441.54,0.00017631
bullish,bullish,bullish,18406.24,1.841e-05
quack-token,quack,Quack Token,18395.57,5.867e-05
osmosis-alldot,dot,Osmosis allDOT,18391.25,4.71
taotools,taotools,TAOTools,18387.69,0.01838769
moontrump,trump,MoonTrump,18351.92,1.838e-05
corestarter,cstr,CoreStarter,18278.15,0.00040292
dark-magician-girl,dmg,Dark Magician Girl,18275.2,1.828e-05
kanaloa-network,kana,Kanaloa Network,18269.02,0.00018269
deus,deus,DEUS,18244.79,2.027e-05
truth-terminal-s-hentai,hentai,Truth Terminal's Hentai,18186.21,1.821e-05
youcoin-2,you,Youcoin,18174.55,1.82e-05
pooku,$pooku,Pooku,18143.92,1.815e-05
merchdao,mrch,MerchDAO,18085.82,0.00395503
babylofi,babylofi,BabyLofi,18077.41,1.81e-06
ai-vertex-by-virtuals,vertex,AI VERTEX by Virtuals,18035.5,1.879e-05
aurorasolchain,aurora,AURORA,18024.82,1.803e-05
ryoshi-research,ryoshi,Ryoshi Research,18023.56,0.00217404
greentrust,gnt,GreenTrust,18013.67,6.43284e-10
primexai,$pxai,PRIMEXAI,17983.96,1.798e-05
meh-3,meh,Meh,17957.48,1.796e-05
cris-hensan,seat,Cris Hensan,17954.51,1.802e-05
wall-street-baby-on-solana,wsb,Wall Street Baby On Solana,17940.72,1.797e-05
hit-meeee-upp,hmu,hit meeee upp,17926.96,1.795e-05
betduel-ai,duel,BetDuel.ai,17897.61,1.79e-05
pawpaw,pawpaw,PawPaw,17897.36,2.095e-05
goatse,goatse,GOATSE,17856.29,1.78668e-13
pengyos,pos,PengyOS,17853.48,1.787e-05
mobility-coin,mobic,Mobility Coin,17829.82,1.473e-05
capycoin,capy,Capycoin,17818.78,1.786e-05
snakes-game,snakes,Snakes Game,17802.8,1.78e-06
legacy-media-killer,x,Legacy Media Killer,17778.79,0.00181954
trumpeffect69420,trump,TrumpEffect69420,17771.29,0.00037811
floyx-new,floyx,Floyx,17680.88,4.62e-06
polygen,pgen,Polygen,17667.39,3.549e-05
my-master-war,mat,My Master War,17657.0,0.00059718
nerveflux,nerve,NerveFlux,17656.93,0.00040025
just-a-coin,coin,Just a coin,17641.94,1.771e-05
latent-arena,latent,LATENT ARENA,17592.63,1.974e-05
marie-rose-ai,marie,Marie Rose AI,17590.02,1.769e-05
yuna-ai,yuna,Yuna AI,17555.75,1.929e-05
felicette-the-space-cat,felicette,Felicette the Space Cat,17549.63,2.548e-05
tuki,tuki,tuki,17549.12,1.766e-05
riverboat,rib,RiverBoat,17534.33,17.53
solod-the-buddy,buddy,Solod The Buddy,17530.18,1.753e-05
guufy,guufy,Guufy,17516.32,2.4e-06
hachi-kun,hachi,HACHI-KUN,17513.6,4.1631e-08
pozi,pozi,Pozi,17489.39,1.745e-05
gabin-noosum,noosum,Gabin Noosum,17485.89,2.187e-05
kok,kok,KOK,17469.37,0.00016279
pwog,pwog,PWOG,17464.85,1.748e-05
fug-2,fug,fug,17411.23,1.741e-05
indexed-finance,ndx,Indexed Finance,17378.62,0.00504268
cat-duck,cuck,Cat Duck,17358.77,1.737e-05
main-character,main,Main Character,17336.05,1.859e-05
catino,catino,Catino,17333.36,1.733e-05
yes-but,yesbut,"Yes, But",17312.53,2.023e-05
block-ai,block,block AI,17305.94,2.065e-05
rainbow-2,rainbow,Rainbow,17303.23,4.1207e-08
lovely-inu-finance,lovely,Lovely Inu Finance,17300.05,5.81e-06
achi-inu,achi,ACHI INU,17285.25,1.729e-05
victorious,w,Victorious,17272.85,1.728e-05
faml,faml,FAML,17227.9,1.723e-05
fortress,fts,Fortress Loans,17217.08,0.00190806
bitorbit,bitorb,BitOrbit,17208.76,0.00039111
ccb,鸡鸡币 (ccb),$CCB 鸡鸡币,17202.51,1.83e-06
azizi,azizi,Azizi,17180.68,1.738e-05
solchicks-shards,shards,SolChicks Shards,17176.99,0.00018997
sunneiro,sunneiro,SunNeiro,17127.51,1.713e-05
demole,dmlg,Demole,17122.02,5.4e-05
second-world-games,swio,Second World Games,17084.34,0.00243246
4trump,4win,4TRUMP,17059.38,0.00036259
ethereum-origins,laputa,Ethereum Origins,17056.69,1.706e-05
datagold,dgold,DataGold,17045.35,0.00168519
brodogcoin,bro,brodogcoin,17043.54,1.766e-05
mock-capital,mock,Mock Capital,17031.89,0.01703189
origin3d,o3d,Origin3D,17027.73,1.703e-05
vertex-2,$vertex,Vertex,17022.12,1.717e-05
hat-solana,hat,HAT Solana,16958.57,1.698e-05
frox,frox,Frox,16937.41,1.693e-05
bueno,bueno,Bueno,16926.31,1.943e-05
vabble,vab,Vabble [OLD],16922.9,2.032e-05
4-2-aminoethyl-benzene-1-2-diol,dopamine,"4-(2-Aminoethyl)benzene-1,2-diol",16904.76,1.691e-05
chillcapy,chillcapy,chillcapy,16896.99,1.779e-05
tommy,tommy,TOMMY,16887.07,1.689e-05
dreyerx-network,drx,DREYERX NETWORK,16876.75,0.00017059
aidaovc,aidaovc,aiDAOvc,16876.51,1.697e-05
tango,tango,TANGO,16847.71,1.685e-05
tadpole,tad,Tadpole,16831.27,2.439e-05
unfederalreserve,ersdl,Residual Token,16803.49,4.457e-05
s-d-o-g-e-on-tron,sdoge,S.D.O.G.E on Tron,16789.29,1.679e-05
sozoai,soai,SōzōAI,16788.84,1.769e-05
baby-maga,babymaga,Baby Maga,16781.61,4.769e-05
frog-3,frog,Frog,16759.0,1.677e-05
milleniumsweghunter69,sweg69,milleniumsweghunter69,16753.99,1.684e-05
ape-on-apechain,ape,Ape On ApeChain,16698.0,1.67e-05
dub-duck,$dub,dub duck,16655.58,1.666e-05
brianarmstrongtrumpyellen,coin,BrianArmstrongTrumpYellenGTA6,16648.78,7.017e-05
hoot-solana,hoot,HOOT Solana,16630.85,1.664e-05
zenoai,zoai,ZenoAI,16629.18,0.00016629
paco,$paco,Paco,16626.94,1.906e-05
twurtle-the-turtle,twurtle,Twurtle the turtle,16599.02,1.664e-05
scrolly-the-map,scrolly,Scrolly the map,16595.05,1.65951e-07
toge,toge,TOGE,16586.2,1.6589e-07
pinky-the-pineapple,pinky,Pinky the Pineapple,16583.02,1.659e-05
athcat,athcat,ATHCAT,16564.89,1.657e-05
brazilian-miku,miku,BRAZILIAN MIKU,16547.71,1.657e-05
phenx,pnx,PhenX,16544.32,0.01654432
khadija,kha,KHADIJA,16544.05,1.655e-05
nexara,nxr,Nexara,16534.65,1.653e-05
fancy-games,fnc,Fancy Games,16532.43,0.00040867
agrello,dlt,Agrello,16524.21,0.00020149
hygea-ai,hgai,Hygea AI,16522.05,0.01652205
chadgpt,giga,ChadGPT,16493.54,1.65e-05
hamachi-finance,hami,Hamachi Finance,16490.59,6.03126e-07
thesis-cat,quant,thesis cat,16475.08,1.648e-05
pump-trump,pumptrump,PUMP TRUMP,16465.91,1.648e-05
sohotrn,sohot,SOHOTRN,16320.58,2.043e-05
cig,cig,cig,16308.1,1.635e-05
quilson,quil,Quilson,16286.04,1.675e-05
txn-club,txn,TXN Club,16260.46,0.00089096
demeter,deo,Demeter,16180.9,0.00259668
aura-ai,aura,Aura AI,16166.04,0.00016166
beep-2,beep,Beep,16145.87,1.615e-05
afyonspor-fan-token,afyon,Afyonspor Fan Token,16143.61,0.00113384
cat-poop-joystick,n64,Cat Poop Joystick,16118.81,1.612e-05
brain-frog,brain,Brain Frog,16118.68,0.00161187
maga-coin,maga,MAGA Coin BSC,16099.89,7.926e-05
gpu-inu,gpuinu,GPU Inu,16055.91,1.61e-06
chonk-the-frog,chonk,Chonk the Frog,16052.22,1.759e-05
spartan-protocol-token,sparta,Spartan Protocol,16045.57,0.00021456
obsidium,obs,Obsidium,16002.42,0.00253224
horus,horus,HORUS,15990.0,0.00020187
kailith,kaily,Kailith,15966.95,1.605e-05
ruby-2,ruby,RUBY,15950.99,1.597e-05
neuro-paranoid,neuro,Neuro Paranoid,15929.81,1.594e-05
pacato,pacato,Pacato,15924.59,3.7854e-08
xenomorph,xeno,XENOMORPH,15919.39,1.604e-05
ju-rugan,ju,ju rugan,15911.69,1.592e-05
saddy,$saddy,$saddy,15903.22,1.907e-05
charm-ai,charm,Charm AI,15899.6,1.592e-05
bansky,banksy,BANKSY,15893.86,2.172e-05
craft-network,cft,Craft network,15849.37,7.547e-05
jiffpom,jiff,Jiffpom,15827.73,0.00015912
popcatwifhat,popwif,popcatwifhat,15817.09,1.583e-05
morti,morti,Morti,15793.35,2.293e-05
idchain,dct,IDCHAIN,15762.59,0.00029389
platypus-finance,ptp,Platypus Finance,15743.83,6.898e-05
in-memes-we-trust,$trust,IN MEMES WE TRUST,15743.2,1.809e-05
talahon,$talahon,Talahon,15742.66,1.64e-05
nukey,nukey,Nukey,15737.67,1.574e-05
slime,slime,SLIME,15690.39,1.766e-05
jonah,jonah,Jonah,15684.94,1.568e-05
komari,koma,Komari,15677.28,0.00015677
wenwifhat,why,WenWifHat,15672.18,0.00015609
leonardo-ai,leonai,Leonardo AI,15665.83,1.567e-05
chartreux-cat,chart,Chartreux Cat,15606.01,1.561e-05
ignore-fud,4token,Ignore Fud,15592.63,6.93716e-07
sudo-labs,sudo,Sudo Labs,15591.99,0.01559199
pooti-relaunch,pooti,POOTI (RELAUNCH),15581.41,1.614e-05
umi-digital,umi,Umi Digital,15579.3,4.721e-07
coreconnect,core,CoreConnect,15566.38,0.00015595
bridged-wrapped-steth-fuse,wsteth,Bridged Wrapped stETH (Fuse),15542.46,3620.22
coritiba-f-c-fan-token,crtb,Coritiba F.C. Fan Token,15525.44,0.01094017
new-truth-terminal,loria,New Truth Terminal,15498.07,1.559e-05
velocimeter-flow,flow,Velocimeter FLOW,15486.27,5.703e-05
wrapped-alfa-romeo-racing-orlen-kayen,wsauber,Wrapped Alfa Romeo Racing Orlen (Kayen),15482.04,0.295974
2025-token,2025,2025 TOKEN,15479.55,1.55e-05
judgment-ai,jmtai,Judgment AI,15465.34,3.499e-05
safu-kek-gigafundz-888,skg888,Safu & Kek Gigafundz 888,15421.8,1.989e-05
roscoe,catguy,Roscoe,15415.47,1.542e-05
tholana,thol,Tholana,15405.76,1.5414e-08
frogie,frogie,Frogie,15390.45,1.74e-05
dony-montana,domo,Dony Montana,15377.83,1.644e-05
slap-cat,slap,Slap cat,15362.26,1.538e-05
iro-chan,iro,Iro-Chan,15339.79,1.75e-05
shibashootout,$shibashoot,Shibashootout,15327.53,6.97e-06
twotalkingcats,twocat,TwoTalkingCats,15298.42,1.531e-05
hamster-groomers,groomer,Hamster Groomers,15289.78,6.9588e-11
locust-pocus,cicada,Locust Pocus,15278.45,1.728e-05
aria-currency,ria,aRIA Currency,15251.19,0.01349224
islander,isa,Islander,15248.44,7.63e-06
jigstack,stak,Jigstack,15245.95,8.67e-06
altariste-by-virtuals,asta,Altariste by Virtuals,15245.32,2.807e-05
queen,queen,QUEEN,15230.77,1.523e-05
moondog-ai,mdogai,MoonDog AI,15225.02,1.523e-05
verso,vso,Verso,15208.27,0.00016051
chad-grammatical-model-launch,pemdas,Chad Grammatical Model Launch,15205.87,1.521e-05
yowie,yowie,YOWIE,15185.18,1.583e-05
facts,bkc,FACTS,15163.89,2.62e-06
gnome-2,gnome,Gnome,15158.38,1.519e-05
tap-hold-and-load-in-4k,thl,Tap Hold and Load in 4k,15153.48,1.516e-05
eagle-of-truth,egl,Eagle of Truth,15138.32,1.695e-05
lola,lola,LOLA,15138.19,1.515e-05
xpowermine-com-xpow,xpow,XPowermine.com XPOW,15136.11,2.282e-05
jose,jose,Jose,15135.36,0.00152924
el-changuito,chango,EL CHANGUITO,15122.88,1.543e-05
latte,latte,Latte,15098.36,1.834e-05
kosher-katz,k,Kosher Katz,15079.05,1.508e-05
keanu,knu,Keanu,15043.64,1.515e-05
compendium-fi,cmfi,Compendium,15016.34,0.00012652
joram-poowel,poowel,JORAM POOWEL,14990.09,1.502e-05
wadu,wadu,WADU,14987.14,1.499e-05
lemon-3,lemon,Lemon,14959.17,2.24e-06
sumi,sumi,SUMI,14943.69,1.507e-05
power-the-baby-white-rhino,power,Power The Baby White Rhino,14894.39,1.492e-05
metaguard,mtgrd,MetaGuard,14888.66,2.648e-05
john-mcaifee,mcaifee,John McAIfee,14878.04,1.489e-05
not-a-security,nas,Not a Security,14853.62,1.493e-05
cope-2,cope,Cope,14835.28,1.484e-05
first-bitcoin-atm,robocoin,First Bitcoin ATM,14818.96,1.484e-05
wrapped-netz,wnetz,Wrapped NETZ,14802.36,0.00038495
dino-dragon,dino,Dino Dragon,14787.63,1.479e-05
biconbase,bic,BicOnBase,14778.0,0.01959365
olivecash,olive,Olive Cash,14761.15,0.00041423
xnf,xnf,XNF,14755.87,0.02385838
origent-ai,ori,Origent Ai,14750.95,0.00015052
spain-coin,esp,Spain Coin,14727.66,1.473e-05
viora-is-online,viora,VIORA IS ONLINE,14724.02,1.474e-05
boltai,boltai,BoltAI,14708.63,1.471e-05
proof-of-presence,pop,Proof of Presence,14693.35,0.01499473
trilly,trilly,trilly,14682.11,1.468e-05
rintaro,rintaro,Rintaro,14611.24,3.4732e-08
gauntlet-usdc-prime-morpho-vault,gtusdc,Gauntlet USDC Prime Morpho Vault,14590.03,1.066
kolana,kolana,KOLANA,14579.71,1.944e-05
cow,cow,Cow,14557.56,1.493e-05
morph,morph,MORPH,14552.99,3.59148e-10
sunyang,suya,SunYang,31507.0,3.151e-05
wand-2,wand,Wand,31505.0,0.01020087
maxwell,maxwell,Maxwell,31429.0,3.302e-05
h0l0,h0l0,H0L0,31423.0,3.256e-05
gringo,gringo,gringo,31417.0,3.34e-05
cyclos,cys,Cykura,31414.0,0.00270012
fanstime,fti,FansTime,31376.0,4.94e-06
gorilla-in-a-coupe,giac,Gorilla In A Coupe,31373.0,7.6882e-11
rino,rino,Rino,31368.0,7.2578e-11
pisscoin-2,pisscoin,Pisscoin,31364.0,3.137e-05
bolivarcoin,boli,Bolivarcoin,31335.0,0.00156019
baby-degen,babydegen,BABY DEGEN,31309.0,3.131e-05
project-oasis,oasis,ProjectOasis,31244.0,0.0078997
wrapped-bali-united-fc-kayen,wbufc,Wrapped Bali United FC (Kayen),31244.0,0.093912
grizzly-honey,ghny,Grizzly Honey,31230.0,0.02277723
fomo-bull-club,fomo,FOMO BULL CLUB,31150.0,5.79806e-07
artificial-isle-clams,clams,Artificial Isle Clams,31146.0,3.279e-05
insane-labz,labz,Insane Labz (Sol),31133.0,0.00063304
machine-delusions,mdel,Machine Delusions,31129.0,3.129e-05
bitci-bonk,bbk,Bitci Bonk,31108.0,4e-05
schizo,schizo,SCHIZO,31090.0,3.111e-05
degenreborn,degen,DegenReborn,31031.0,3.301e-09
crypto-pal,pal,Crypto Pal,31018.0,0.00443118
wrapped-roush-fenway-keselowski-kayen,wroush,Wrapped Roush Fenway Keselowski (Kayen),30970.0,0.089174
dungeonswap,dnd,DungeonSwap,30953.0,0.00592949
rina-by-arc,rina,Rina By Arc,30918.0,3.092e-05
pvp-2,pvp,PvP,30888.0,0.00041125
chibi,chibi,chibi,30874.0,3.434e-05
fallen-knight,knight,Fallen Knight,30860.0,3.251e-05
adax,adax,ADAX,30755.0,0.00058681
vistadog,vistadog,VISTADOG,30706.0,0.00030706
pleb,pleb,Pleb,30679.0,3.068e-05
way-of-the-future,wotf,Way of The Future,30591.0,3.115e-05
pochita-2,pochita,Pochita,30582.0,3.058e-05
fiona,fiona,Fiona,30561.0,7.2646e-08
bicho,bicho,bicho,30517.0,5.919e-05
mackerel-2,macke,Mackerel,30486.0,0.01985197
younes,younes,YOUNES,30445.0,3.045e-05
mpro-lab,mpro,Metapro,30355.0,0.00183171
sports-bet,sbet,Sports Bet,30308.0,3.665e-05
ponk-2,ponk,PONK,30306.0,3.031e-05
phill,phill,Phill,30302.0,3.033e-05
merge,merge,Merge,30284.0,0.00033599
santa-hat,santahat,SANTA HAT,30232.0,3.035e-05
